decision_id,scope,object_guid,current_value,proposed_value,basis,confidence,review_required,status,notes
COORD-BEAM-C003-SAFE,beam-anchor,"2kLVkB_bX7GeSBXYrxJJvh; 3DNT0yqe1EMRpVglm_yCZ4; 3BCFVt2qzDKggYI_ZPNxK4",3 根梁原点分别偏离整数锚点 0.239327/0.178722/0.244989 mm,刚体平移到 3200/-3550/3000、-200/200/3000、-3200/0/3000 mm,三者原点均为现有 Body 顶点且目标采用 100/50 mm 模度；不从包围盒猜梁长,1.00,no,implemented,3 个直属 Opening 随宿主移动；批准候选允许的 6 个对象写后几何 6/6 一致，183/183 墙体共面与 165/165 墙体接头继续满足 0.1 mm；非几何差异仅为 3 条对应 OwnerHistory 的 Bonsai 保存时间/应用记录；磁盘 SHA-256 ba401fe613bbd2ab85fba5752a87b20b4b1fd0411ae6a68c472a47f509902ee6；已 reload/rebuild Blender
COORD-BEAM-C003-RESET,beam-anchor,"1u$4fbgXP7VQ1Yhr_1xQgF; 3TgmIjIGn3iQ$9DMvqDWoV; 06yVJMA5z1fhZE243pPlI8",三根梁若按原刚体候选移动会产生 6 个梁—楼板 0.1 mm 接触回退,仅重设 ObjectPlacement 到现有 Body 顶面的 100 mm Grid 交点；Axis/Body 施加逆变换且直属 Opening 恢复原世界 placement,刚体候选虽改善 5 个梁—墙关系但会把 6 个原本不超过 0.1 mm 的梁—楼板关系扩大到 0.145–0.762 mm；纯原点候选的 3 个锚点到实际三角面最大 0.000127 mm，796/796 产品世界几何不超过 0.1 mm且结构关系回退为 0,1.00,no,implemented,已在 25 对象纯原点原子批次正式写入；磁盘 SHA-256 959e949295e8a35796e8d3328ac8f47ed89b62769c0c0b718f9ddea8da47113a；目标分别为 0/-3700/3000、-4900/2600/3000、-5000/100/3000 mm；世界对应顶点最大变化 4.1e-12 mm；已与 7 块板合并为当前源哈希 ba401fe6 的 10 对象/13 Opening 原子候选 build/coordinate-normalization/structural-origin-reset-candidate.json
COORD-SLAB-C003-RESET,slab-anchor,"3ZKyTiBc1ECxQi0UR8K1Ke; 2vTSinfYHC$8prkGP7LD7X; 0wbKH$_Qr2_A4hpKs0PLXw; 1fAJA2jj59uhEyVVcR7EM7; 1cmuG50mj3cggtIH5tZHic; 02eX$Z5WrDuuxw1IlnwVss; 0G_rbqpMHE28Txkf09jW3_",7 块 IfcSlab 原点超过 0.1 mm但其真实物理轴向边均包含 100 mm Grid 点,仅重设 ObjectPlacement 到已证明的物理边整数点；Axis/Body 施加逆变换并恢复 12 个直属 Opening 的世界 placement,整数几何锚点审计排除了共面三角化对角线；候选锚点到实际三角面最大 0.002426 mm，796/796 产品世界几何不超过 0.1 mm，最大对应顶点变化 4.1e-12 mm,1.00,no,implemented,已在 25 对象纯原点原子批次正式写入；磁盘 SHA-256 959e949295e8a35796e8d3328ac8f47ed89b62769c0c0b718f9ddea8da47113a；5 个省略的 IfcExtrudedAreaSolid.Position 显式补为等价局部位置，新增 10 个非 Root 表示实体与预计值完全一致；Root GlobalId 保持；已与 3 根梁合并为当前源哈希 ba401fe6 的 10 对象/13 Opening 原子候选，候选 SHA-256 d5494b0b74d506287c8e602c0575baa0fa785f6a4f49f6526191eea578b9e3d0
SPACE-AREA-001,space-area,,22 个 Space 的 GrossFloorArea 与 NetFloorArea 均缺失,GrossFloorArea 使用已确认的 Grid 语义轮廓面积且 NetFloorArea 暂空,22 个世界几何 footprint 可复算且合计 113.8 m²；用户已确认边界并说明尚未 Boolean 贴合室内完成面,1.00,no,implemented,22/22 已写入 Qto_SpaceBaseQuantities.GrossFloorArea；NetFloorArea 保持为空；写入前后 Space 世界几何完全不变
SPACE-REF-001,space-reference,,22 个 Space 的 Pset_SpaceCommon.Reference 写入前均缺失,玄关为 R01；按平面顺时针编号至 R22且保留中文 LongName,用户明确确认玄关起点与顺时针规则；Reference 服务房间标注和跨图索引且不与中文名称混用,1.00,no,implemented,22/22 已写入标准 Pset_SpaceCommon.Reference 且为 IfcIdentifier；正式 IFC SHA-256 c7295688003f3f36775a25f6adc2c9878e203c52c980f8e46faed66a3537c4a8；R01-R22 唯一；LongName 保持；相对批准候选 Space 世界几何最大变化 0.0 mm；Blender 已 reload/rebuild
WFIN-MATERIAL-001,wall-finish,,51 个有效 CLADDING 当前均沿用 WhiteWall/WW20 或 WW20BR 表达且缺少已确认的房间级材料区分,默认大白墙；次卧及次卧飘窗、主卫干湿区及飘窗、客卫干区客卫及飘窗采用 Tadelakt,用户明确指定房间级材料；参考链接仅支持矿物/石灰基连续饰面方向与湿区使用背景，不授权推断品牌系统颜色厚度基层或防水节点,1.00,no,confirmed,当前正式 IFC 只读候选为 24 个 Tadelakt 与 27 个大白墙；主卫干区当前无既有 CLADDING 对象且不自动补几何；参考 https://mp.weixin.qq.com/s/roqN3h93WZ0AER71lJzaUQ https://www.modamuri.com/article195.html
DOOR-ROOM-001,door,1To6gRjrf2nBU5GQuuD8FV,未编号,客卫门,项目已确认该 GlobalId 为客卫门且不是主卧门,1.00,no,confirmed,后续编号不得误写为主卧门
DOOR-ROOM-002,door,3xKBbA2CT9mfby2$MODnzM,主卧门候选,驳回：该对象为次卧门,用户已在 Blender 完成平面位置与几何关系审核；正确主卧门为 1TW6$_GfnABRZusYvx0zZG,1.00,no,rejected,旧候选已被 A104-DOOR-IDENTITY-001 取代；3xKBbA2CT9mfby2$MODnzM 已写为 M04 次卧门
FLOOR-SEM-001,flooring,,全模型 IfcCovering 语义与 A-105 地坪材料口径仍需按施工图用途复核,在 Blender 按 A105 审核队列确认地坪材料、标高、坡向和完成面边界,对象类别、朝向、材料、名称和世界高度只能分组；不能替代地坪设计决定,0.20,yes,delegated,C003 已完成几何归整边界；16 个仍超差 FLOORING 的精确责任由 COORD-HANDOFF-C003-A105 移交 A105；墙面对象由 WFIN 处理
COORD-SURFACE-C003-AUDIT,surface-anchor-audit,,97 Covering、19 Slab、89 Furniture、27 SanitaryTerminal 尚未统一核定施工锚点,生成 10 个宽泛 Blender 队列并按位置、尺寸和既有容器拆成 14 个证据子组；通用审计不允许任何 placement 或 geometry 自动写入,232 个对象均已提取世界包围盒、原点整数残差和最近顶点距离；子组标签不赋予施工语义；已有 PredefinedType、整数原点或顶点重合都不能单独证明施工锚点,1.00,no,implemented,229 个 origin 超过 0.1 mm；48 个 origin 位于顶点 0.1 mm 内；semantic_already_explicit=24；automatic_write_allowed=0
COORD-ORIGIN-REMAINING-001,origin-audit,308 IfcProduct origins over 0.1 mm,墙、窗、Space、70 个固定家具、79 个灯具、7 个安全插座、HD01、WD01、OV01、AC700、两块 Geberit 115.770 冲水面板、5 个共享 Opening 组宿主、5 个 WW20 CLADDING、2 个主卧飘窗组合件和 1 个 Cabinet 组合件已无超过门槛的原点；其余对象按关系/安装队列分类,保持全部 remaining origin 为只读审核项；对象类别专用候选证明锚点前不做通用整数吸附,当前全模型 816 个带 LocalPlacement 的 IfcProduct 中 596 个已满足 0.1 mm；308 个原始剩余项包含从属 Opening、活动家具和插座接触保护例外，原点残差不等于世界几何错误,1.00,no,implemented,当前 IFC SHA-256 bd2f0290d088663b65d8e19e185a03457a93db1c04ebf7ebc0001ccd6c742c2a；原始 308 个超差原点现剩 220 个；扣除 114 个随宿主验收 Opening、19 件活动家具和 4 个插座受控例外后剩余 83 个独立对象：32 个次要建筑构件、19 个施工表面、3 樘无宿主门、29 个机电或洁具、0 个独立 Opening、0 个固定家具、0 个灯具
COORD-DIRECTION-C003-001,direction-noise-exception,"#43042; #2081575; #2081576; #2101029; #2101030",501 near-cardinal IfcDirection within normalized ratio distance 0.000001,496 个独占 IfcAxis2Placement3D Axis/RefDirection 写为精确正交方向；5 个布尔拓扑敏感方向保留为受控例外,方向公差为无量纲比例且与 0.1 mm 世界几何公差分离；全模型候选证明改写这 5 个方向会改变窗或排烟止回阀的布尔三角化,1.00,no,implemented,"#43042 属于 Opening 38HafCOGj5p8Bjwt$0AlLy 并切割窗 1KBBoRNWb1Svpz9__rmYKy；#2081575/#2081576 属于 Opening 2bbQdsVLT1RP1Q8TX8OnW0 并切割排烟止回阀 1faflkXXH6M9cnYPE9Liir；#2101029/#2101030 属于该止回阀自身；退出审计必须从本行读取并与当前 IFC 残留集合精确相等；历史批次写后磁盘 SHA-256 8a4036dd08c1c5ea1638e82b9ae4791143a8734db85dc2a254513878dab43475；最新 72 对象原点写入新增的 5 个正交尾差已再次清除，只改变 5 个 IfcDirection、全模型最大世界顶点变化 0.0 mm；Direction 尾差清理批次 SHA-256 1c69ff2aa70991e58855a194607d109d3e358168352fe27a7dbdd0b19e513710"
COVERING-SEM-C003-BASEBOARD,covering-semantic,19 IfcCovering named Baseboard*,PredefinedType 均缺失,写为 SKIRTINGBOARD,19 个对象名称均明确以 Baseboard 开头；世界几何均为 90-110 mm 高、厚度不超过 25 mm、长度至少 100 mm,0.99,no,implemented,19/19 已写入；写后 97/97 IfcCovering 世界几何相对批准候选不变；IFC4、2281 Root、888444 实体保持；磁盘 SHA-256 c63d109bc53d3bf58144e12dd421a9c813c193433d899c59c26a22b5beb79e02；Blender 已 reload/rebuild
SPACE-PLACEMENT-RECOVERY-001,space-placement,22 IfcSpace,受保护 staged baseline 与当前 IFC 中 22 个 Space ObjectPlacement 全部归零并在世界原点重叠,按 GlobalId 恢复 HEAD cd78511 的 22 个整数 Grid ObjectPlacement；保留当前轮廓、LongName、QTO 和关系,Git 对比证明 6fe5faf 与 HEAD 均有 22 个独立位置；HEAD 已完成 C002 Grid 整数化；归零首次出现在 staged baseline,1.00,no,implemented,候选 22/22 Space 世界几何与 HEAD 基线在 0.1 mm 内一致；774 个非 Space 表示对象无变化；写后 22/22 与批准候选不变；GrossFloorArea 22/22 合计 113.8 m²、单一聚合关系和 0 个 Space containment 保持；磁盘 SHA-256 c63d109bc53d3bf58144e12dd421a9c813c193433d899c59c26a22b5beb79e02
FLOOR-TILE-A105-CURRENT,flooring-semantic,18 horizontal TerrazzoMosaicTile IfcCovering at -40.0 to +5.731 mm,写为 FLOORING；保持现有坡面与拼接几何,10 个主要覆盖主卫湿区；8 个主要覆盖客卫；全部位于本层完成面附近；8 个跨两个 Space 边界的对象均已完成机械或 Blender 人审,材料名、水平形态、本层标高、完整 XY 投影与 Space 的交叠以及实际墙体完成面位置,1.00,yes,implemented,18/18 已在 A-105 原子批次写为 FLOORING；跨 Space 几何保持；磁盘 SHA-256 1dcffdd91a3010f4a9691ae4e35c85fcefab0e5286bbf747e157abb9de9fd9a3
FLOOR-TILE-A105-BELOW,flooring-level,4 horizontal TerrazzoMosaicTile IfcCovering at -1020 to -1000 mm,四个完整 800×800×20 mm 水平砖位于本层地面以下约 1000 mm 且 IFC 未记录用途,作为制作 0.6° 坡面地砖时遗留的建模参考副本从发布模型删除,4 个对象与本层 18 个坡面对象共享同一 IfcRepresentationMap 2152595；分别位于客卫与主卫坡面分块的 XY 范围；首次同时出现于提交 cd67c4a 且提交说明明确为新增线性地漏与 0.6° 坡面地砖,1.00,yes,implemented,2026-08-06 Blender 人审确认删除；正式批次只删除 4 块参考砖、4 个从属无填充 Opening 和 4 条 IfcRelVoidsElement；Root GlobalId 删除集合与批准候选完全一致
FLOOR-TILE-A105-WALL-CENTRE-01,flooring-geometry,"3L$xQZHiz7b8ws7de1jiZN; 2uYGzJR3f1QO6LmO9Nq3Mf",两块地砖按 Space 投影约 5.93% 落入客卫干区,保持现有几何；不按 Space 中线裁切,客卫与干区 Space 分界为 Y=1320 mm；100 mm 墙 0hKdvAZkn1TejLgJhK_vDp 占 Y=1273 至 1373 mm；地砖起边 Y=1272.536 mm 位于干区侧墙面附近,1.00,no,implemented,跨 Space 统计来自分界线位于墙体内部；不是裸露地砖伸入干区；A-105 正式批次保持该几何
FLOOR-TILE-A105-WALL-CENTRE-04,flooring-geometry,"1exwKOUpD1tO93c2_9MojK; 0gTPiPQhvFcumlS52PtTnD",两块地砖按 Space 投影约 0.264% 落入主卫湿区飘窗,保持现有几何；不按 Space 中线裁切,Space 分界为 Y=2700 mm；该位置处于墙 23tK4hWyjBMvcAx0XfRa09、122leYIbHFFBi0YE3uzZDV、18Qhf59crDCAy$scVOCK92 的 Y=2600 至至少 3400 mm 墙带内；地砖止边 Y=2702.109 mm,1.00,no,implemented,跨 Space 统计完全落在墙体投影带内；A-105 正式批次保持该几何
FLOOR-TILE-A105-CONTINUITY-02,flooring-geometry,"13bntpeVvD48VefEcWQ_CL; 3wm6Ng2YT52BiRfqPP7E4N",两块地砖跨客卫与客卫飘窗 Space,保持连续铺贴；不按 Space 边界切缝,用户在 Blender 审核实际几何关系并明确该处没有缝隙；同一 TerrazzoMosaicTile 材料连续,1.00,no,implemented,A-105 正式批次保持连续；以后仅在门槛、不同材料、排水分区或明确构造缝证据出现时重新提请确认
FLOOR-TILE-A105-CONTINUITY-03,flooring-geometry,"1KOnGcN8n9k9NYzrvWTr4H; 3BZcUm$uv91RVw2WGeaPxS",两块地砖跨主卫湿区与主卫干区 Space,保持连续铺贴；不按 Space 边界切缝,用户在 Blender 审核实际几何关系并明确该处没有缝隙；同一 TerrazzoMosaicTile 材料连续,1.00,no,implemented,A-105 正式批次保持连续；以后仅在门槛、不同材料、排水分区或明确构造缝证据出现时重新提请确认
FLOOR-TILE-A105-GROUT-001,flooring-joint,18 horizontal TerrazzoMosaicTile IfcCovering,19 对直接相邻砖边存在规律 1.789652–2.000105 mm 间距,保留为 2.0 mm 地砖分缝；不得按 0.1 mm 共面规则闭合,两套卫生间均重复出现同一间距；对象名义尺寸约 800×800 mm且相邻列节距约 802 mm；斜对角距离不作为独立缝统计,1.00,yes,implemented,2026-08-06 Blender 人审确认；A-105 正式批次保持 19 处既有分缝，不做共面闭合
FLOOR-TILE-A105-DRAIN-001,flooring-joint,"0ZdhupFgf4tAoahLHQRjBq; 2sZvyk$8b2IRSOnE23XQTH",客卫和主卫线性地漏附近各有两段约 14.58 mm 的砖面断开带,通过地砖宿主的 8 个 IfcOpeningElement Boolean 切割体把可见留口精确调整为 14.6 mm；不移动地砖 ObjectPlacement 或地漏,两樘 IfcWasteTerminal 均为约 1600×120 mm并覆盖对应断开带；每个卫生间由两侧各 2 个地砖 Opening 控制；模型提交说明明确为 linear drain with 0.6deg-slope tiles,1.00,yes,implemented,2026-08-06 Blender 人审确认并正式写入；两侧 Boolean 各扩约 0.010 mm；两组结果均为 14.600000 mm且中心线位移 0；18 块本层砖最大 Hausdorff 0.010163 mm；磁盘 SHA-256 1dcffdd91a3010f4a9691ae4e35c85fcefab0e5286bbf747e157abb9de9fd9a3
SLAB-SEM-FFL-001,slab-semantic,11 IfcSlab in FFL subgroup,11 个对象均缺少 PredefinedType且世界几何位于约 -550 至 0 mm,确认它们在本项目中是否统一作为本户地面 Slab；确认后才候选写 FLOOR,既有容器为 FFL 且顶面接近 0 mm；其中 4 个材料为 Aircrete；位置和材料只能构成分组依据,0.80,yes,delegated,C003 不猜 Slab 施工语义；当前仍超差的 1 个 FFL Slab 由 COORD-HANDOFF-C003-A105 精确移交 A105
SLAB-SEM-RFL-001,slab-semantic,8 IfcSlab in RFL subgroup,8 个对象均缺少 PredefinedType 且世界几何位于约 2450 至 3000 mm,确认它们表示上层楼板、屋面还是本户天花主体；确认前不选择 FLOOR 或 ROOF,既有容器为 RFL 且顶面接近 3000 mm；其中 2 个材料为 CAS130RF；标高不足以唯一决定 IFC 语义,0.60,yes,delegated,C003 已完成当前 RFL 对象的几何归整；PredefinedType 语义决定移交 A105/RCP1，不作为 C003 数值门
COVERING-VERTICAL-001,covering-semantic,48 full-height vertical IfcCovering subgroup,48 个 occurrence 未单独写 PredefinedType，但其关联 IfcCoveringType 均已明确为 CLADDING,不写 IFC；审计使用类型继承后的有效 PredefinedType=CLADDING,IFC 类型语义是 occurrence 的权威语义来源；无需再从几何方向推断,1.00,no,implemented,当前哈希建设表面审计确认 48/48 为类型继承 CLADDING；本行只关闭语义误报，不授权原点写入
COVERING-HIGH-STRIP-001,covering-semantic,3 high-level strip IfcCovering subgroup,3 个 occurrence 未单独写 PredefinedType；其中 2 个关联类型为 CEILING，1 个关联类型为 CLADDING,不写 IFC；按各自 IfcCoveringType 继承既有语义,类型关系已消除“吊顶还是墙面饰面”的多解；不从标高或方向猜测,1.00,no,implemented,当前哈希建设表面审计确认 2 CEILING + 1 CLADDING；本行不授权原点写入
COVERING-RAISED-001,covering-semantic,2 raised horizontal IfcCovering subgroup,两个 810×约620×20 mm 水平表面 occurrence 未单独写 PredefinedType，但其 WW20BR IfcCoveringType 均已明确为 CLADDING,不写 IFC；审计使用类型继承后的有效 PredefinedType=CLADDING,类型语义比水平朝向和 Space 投影更直接；不误写为 FLOORING,1.00,no,implemented,当前哈希建设表面审计确认 2/2 为类型继承 CLADDING；台面控制面与原点仍按 C003 单独处理
FURNITURE-ANCHOR-C003-001,furniture-anchor,73 IfcFurniture,67 个 USERDEFINED、3 个 SHELF、3 个缺少类型的 Furniture 原先未统一区分固定安装与活动家具,按 assigned type name、对象名、容器和几何包络完成整批安装角色分类,类型与几何共同证明 70 个对象为柜体、柜门/侧板、把手、踢脚、层架、台面或厨房/卫浴固定单元；BST01–BST03 为活动床头柜,0.99,no,implemented,pipeline/decisions/furniture-installation-role.csv 逐类记录依据、置信度和人审要求；安装角色不再逐个询问；70 个固定构件均已完成整数安装锚点
FURNITURE-ANCHOR-C003-LOOSE,furniture-origin-exception,"0B8rO47U14sgJ_ydZxqvs6; 0b9rDAHDD2qAIQqZ8m9INg; 1G7iO6CfP64PjummX$qTbt; 1GkE2YZ316gQw10Ev5DZOp; 1HZoxe$df4cBb4UXXH5J2S; 1P9tbKJXXBlP00xtCWHNEd; 1THxa7p7n97w$wtLn4THjz; 1hdNtfQRPCGfHLfqzdp6w0; 1i_pqgLv9A7uuV7MjaArBW; 1luHljRzDAhPNXxTDNu7qB; 1y3lLYK$H9fPbuh1R1vAKX; 2eX84IyLr8_e34nuOoRPLQ; 2tCmGkmFz2_Pg0jRjf3Nup; 3IQBEqO5vDI8Z9k1Ltge_N; 3YoxxZCgbF3Ap7gztAKkcs; 3eic1dzkn5heTIn4PhF37v; 3hA0vKpcn44u4Tsx4tqiUz; 3l2Ji4k2H9oOTDGWYUq7uV; 3osoWufdD1mhDDAM6lcix4",19 件原点超过 0.1 mm 的复杂 IfcFurniture,保留原始小数网格与 ObjectPlacement；登记为可移动家具受控例外,16 件 assigned IfcFurnitureType.PredefinedType 明确为 2 BED、4 CHAIR、8 SOFA、2 TABLE；BST01–BST03 由类型、卧室容器及床头柜包络识别为活动家具,0.99,no,implemented,未修改 IFC；automatic_write_allowed=0；当前哈希报告 build/coordinate-normalization/furniture-anchor-audit.json 精确列出对象集合
FURNITURE-ANCHOR-C003-FIXED-F1-F9,object-placement,"1rTw$leJL4QAm03neq4Ms_; 3EDJXqkTT35fbtmsPhcnea; 0VbFNV4pHE3QauKO$4CWcv; 19MpdkWqXC7uhUNhLQgrce; 3DC1GDi6j01O$a9IjXU81p; 03OxzOyN12ff3jkuUtjJPD; 2xmcLzu1rDTeMzRuNxPDyE; 1MzM8Ms2vFo8KEm503j9w2; 2Urz4772T2w8c8KKNtSUY2",9 个已确认固定安装的 IfcFurniture 原点超过 0.1 mm,采用现有物理边上的整数毫米安装锚点重设 ObjectPlacement；局部表示施加逆变换，世界几何不移动,SB03 侧板、H08 把手和 SKI03 踢脚板由用户确认；其余对象由类型、名称、容器和全高柜体或层架几何共同证明固定安装；目标点均位于现有物理边,1.00,no,implemented,正式 IFC SHA-256 ddf317dbf090a78ec136322e25e4f7508d1a4e44ec4d9748ecdf955ecdb6a040；9/9 placement 残差 0.0 mm；锚点到面最大 0.009723 mm；788/788 可比较产品通过 0.1 mm，最大世界顶点变化 1.875e-12 mm；墙体共面 183/183、接头 165/165 通过；已保存并 reload/rebuild Blender
FURNITURE-ANCHOR-C003-FIXED-REMAINDER,object-placement,61 IfcFurniture listed in pipeline/decisions/c003-fixed-furniture-anchor-targets.csv,61 个已确认固定安装构件仍有超过 0.1 mm 的 ObjectPlacement 原点,按 8 个安装接触组使用现有物理顶点、物理边中点或原几何表面整数点归整；3 个相交敏感对象只重设原点，其他对象每轴刚体位移不超过 0.5 mm,对象类型、安装角色、实体几何特征与全模型接触图共同证明锚点；复杂家具网格不逐点取整；SKI03 与 SB03 的 0.393455 mm 手工余量获准闭合且不得产生相交,1.00,no,implemented,正式 IFC SHA-256 d2dfa7b27528e37ad20e188a724cecd716f39b206ad4b7f5296e8fb0dbe9a546；61/61 placement 与锚点通过 0.1 mm；150 组原有家具接触全部保留并只新增获准 SKI03–SB03 接触；22 组墙/板/饰面接触保持；0 个新内部或上下文相交；0 个非目标几何变化；墙体共面 183/183、接头 165/165 通过；Bonsai 已保存并 reload/rebuild
COORD-LIGHT-FIXTURE-C003-RA-LP,object-placement,70 IfcLightFixture listed in build/coordinate-normalization/light-fixture-anchor-candidate.json,70 个 RA.LP 灯具 ObjectPlacement 的 XY 安装中心超过 0.1 mm且不超过 0.5 mm,Z 安装标高保持；灯具连同 Body 刚体吸附到整数毫米安装中心,assigned IfcLightFixtureType 为 RA.LP / DIRECTIONSOURCE；79 个实例外形统一为 55×55×89 mm；现有 ObjectPlacement 精确位于 XY 中心；70 个目标 Z 已为整数,1.00,no,implemented,正式 IFC SHA-256 4a2f1da13d92434136dd9a150ab16a3c06e6af7600c71a97a652782fe3d9c0bc；70/70 placement 通过 0.1 mm；每轴最大位移 0.497681 mm；13 组既有天花/构件接触全部保留；0 个新增或丢失相交；0 个非目标几何变化；保存前后 788/788 个可比较产品世界几何完全一致；墙体共面 183/183、接头 165/165 通过；Bonsai saved=true、reloaded=true
COORD-SOCKET-C003-SAFE,object-placement,"1Em4DPFTvAiewlVGxRW_A3; 2V7bN0abL47eCmJUa9Vx76; 3Cz0fQK8f54AFcm1SrjsGr; 22tO8BAFTDWPLxqXvDzGct; 1Ys4uIWGf7c8$gUyLRFKw2; 32sWy7gRHFC9EuWultV1Lq; 23EqZuJ7zEw8JjKNbjSYrg",7 个 SOC01/SOC04/SOCF04 插座 ObjectPlacement 超过 0.1 mm,7 个既有安装面中心刚体吸附到整数毫米；每轴不超过 0.5 mm,11 个插座的类型、统一外形和安装面中心证据唯一；本行 7 个对象通过接触与相交门,1.00,no,implemented,正式 IFC SHA-256 e72ecfd3ad8bb53a4fa5bb12ad728d5988796008938f0bbbc564af18a695083f；7/7 placement 通过 0.1 mm；每轴最大位移 0.492150 mm；3 个 SOCF04 只关闭与岛台 1OU00zHknFfQOKVh$gmE1r 的 0.476238 mm 安装余量；0 个新增或丢失相交；0 个非目标几何变化；墙体共面 183/183 与接头 165/165 通过
COORD-SOCKET-C003-CONTROLLED,electric-appliance-origin-exception,"0laejMoxn8Lu_X3FZaCXmi; 27MTenki57DQsfMryX_1U0; 2OOjqQDMHDjRcXQCniWXnp; 3KXtmVvejA78j_iAS$kydj",4 个 SOC01/SOC04 插座原点超过 0.1 mm,保留现有 ObjectPlacement 与安装接触关系；登记为受控例外,全 11 个候选证明整数吸附会使这 4 个对象分别与 CAB-A、WW20 或 WAL200 的既有接触/相交发生回退；保持安装关系优先于孤立取整,1.00,no,implemented,未修改这 4 个对象；精确失败关系、清除量和相交变化见 build/coordinate-normalization/socket-anchor-candidate.json；只有决策 ID、scope、status 和 GlobalId 精确集合同时匹配时退出审计才扣除
COORD-ELECTRIC-C003-HD01,object-placement,288GLY62v8kPPydA1lAK8W,HD01 / Siemens LS35S6VC9W 原点 3180.1953/-4467.9389/1437 mm 位于底部后沿中点,纯原点重设为 3180/-4468/1437 mm 的既有底面点；世界几何不动,目标点到现有几何距离为 0；刚体移动方案会把与 WW20 的 0.002365 mm 接触放大为 0.197697 mm 因而已否决,1.00,no,implemented,正式保存后 IFC 已包含整数原点；候选和写后 QA 见 build/coordinate-normalization/hd01-origin-reset-candidate.json 与 hd01-postsave-qa.json；世界几何 unchanged；墙体共面 183/183 与接头 165/165 通过
COORD-ELECTRIC-C003-STACKED,object-placement,"0UOnmuAdP1MPy6p3olwiEU; 3PQOXKxgj6IftqWXFXMQXG",WD01 Water Dispenser 与 OV01 Oven 共用旧柜体组基准且原点分别离自身几何 1120.9 与 522.7 mm,WD01 纯原点重设为 2863/-2376/970 mm；OV01 重设为 2859/-2376/370 mm；均为自身底部支承面整数点,对象类型、叠放关系和现有底面中心提供唯一支承锚点；两点到渲染网格距离均为 0,1.00,no,implemented,正式 IFC SHA-256 106d2afcbab22641647193f77b4e8e228591d124311b15155c63b6bd6de8e636；两设备世界几何 unchanged；0.000552 mm 叠放接触与 CAB-A 嵌入关系保持；实体数与 Root GlobalId 不变；写后与候选 2/2 几何一致；墙体共面 183/183 与接头 165/165 通过
COORD-ELECTRIC-C003-AC700,object-placement,1PUCikoaP5fgiYt8sJd8$6,AC700 / RPIZ-22FSLN5QD/P 旧原点不是中心、面中心或边中点且离网格 1.5 mm,采用上安装面中心 2884/-2783/2667 mm 作为设备安装锚点；下检修面只用于检修净空,用户明确要求基于安装方便设计；上安装面直接对应设备与吊顶或安装支承面的定位关系；候选每轴移动不超过 0.5 mm且无接触/相交/非目标变化,1.00,no,implemented,正式 IFC SHA-256 24a266c74f41ae7e5418780ad6bfa74e575d645086c1b4141a5d5b532f768b70；ObjectPlacement 为 2884/-2783/2667 mm；设备刚体移动 -0.081348/-0.462790/+0.481659 mm；实际世界位移 0.672895 mm 与预期一致；976 顶点/1826 三角面保持；0 个接触回退、新相交、非目标变化；IFC 已保存并 reload/rebuild Blender
COORD-SANITARY-C003-GEBERIT-115770,object-placement,"2gFgcOYEXEaQWAzcKulTFt; 2lDPsdQevFSfeOThtjSlPG",两块 Geberit 115.770 薄板的 ObjectPlacement 远离自身几何且原点超过 0.1 mm,采用各自朝向管井墙一侧的安装面中心并刚体吸附到整数毫米；不在本批修改错误的 WCSEAT 语义,产品编号、12.445×254×170.180 mm 薄板几何与官方资料共同证明其为墙装冲水面板；安装面中心是现场可直接复核的最短测量链,1.00,no,implemented,正式 IFC SHA-256 3462978d3a78ac6531aabf1c2d87faeb56d7125170e21853dea223af80cd24de；目标分别为 -565/2768/1000 与 -6078/2245/1010 mm；最大单轴移动 0.306145 mm；非目标几何变化、接触回退、新接触及新增或丢失相交均为 0；正式写入与批准候选两对象世界几何一致；官方产品目录 https://webapp.nextjs.prd.iv2.catalog.geberit.com/en-XD/product/PRO_3378784；IfcSanitaryTerminal/IfcSanitaryTerminalType 的语义纠错仍归 SANITARY-ANCHOR-C003-001
SANITARY-ANCHOR-C003-001,sanitary-anchor,27 IfcSanitaryTerminal,两块 Geberit 115.770 冲水面板安装锚点已关闭；其余对象及 3 个 WC 区 IfcElementAssembly 仍需按产品类型确认墙排、地排、台面、设备中心线或粗装连接基准,优先采用厂家粗装定位点、给排水连接中心或固定件中心线；没有安装图时不从复杂外壳网格猜点,已有类型能完成产品分组但不能替代粗装尺寸；Geberit 115.770 当前错误记录为 WCSEAT，需在整批洁具语义收口时纠正,0.80,yes,delegated,13 个 IfcSanitaryTerminal、3 个 IfcWasteTerminal、11 个非 PVC110 管段/管件及 3 个洁具组合件由 COORD-HANDOFF-C003-PLUM 精确移交 PLUM；PVC110 仍由独立受控例外管理
A103-MODEL-PHASE-001,wall-status,,当前 89 面墙是否代表最终建成方案且是否包含待拆墙,当前 IFC 作为最终建成模型；混合现状保留墙和新建墙；待拆墙视为已经拆除且暂不建模,用户明确说明模型阶段边界,1.00,no,confirmed,A-103 可基于当前几何生成候选；待拆墙后续另补现状/拆除表达
