evidence_id,discipline,sheet_id,decision_scope,source_kind,source_document,source_sha256,source_locator,evidence,proves,does_not_prove,status,confidence,review_required,formal_ifc_write_allowed,notes
JINK-8E-CSA-001,ELEC,E-302,JINK 8e Matter 证书边界,official_certification_web,https://csa-iot.org/csa_product/jink-8e-switch-series-3/,not_applicable_live_reference,,CSA 页面覆盖 JINK 8e 系列指定 Family SKU、Matter 1.1、Thread + Bluetooth,8e 系列证书存在,EGG 或 2.5D Neo 商品 SKU 与 8e Family SKU 相同或可借用该证书,verified_official_certificate_family_only,1.00,yes,no,
TB-JINK-2P5D-001,ELEC,E-302,JINK 2.5D Neo 淘宝商品页,taobao_product_page,https://detail.tmall.com/item.htm?id=1062885293798,not_applicable_live_reference,,页面展示 1–3 GANG 16A 与单路 20A/40A 候选，属性与商品图对 Matter 传输协议表述冲突,2.5D Neo 候选商品及页面内部协议冲突,准确 SKU、最终传输协议、项目选定、接线图或证书,commerce_page_conflicting_research_candidate_only,0.80,yes,no,
TB-PANASURFACE-SWITCH-INSET-001,ELEC/INT1,E-302/I-501,86 型开关平嵌装饰框,taobao_product_page,https://item.taobao.com/item.htm?id=958552490234,not_applicable_live_reference,,商品标注 86 型、ABS、定制；一开/二开/三开表示相邻面板数量,装饰框为饰面收口候选而非电气底盒,未经商家按 EGG 实物确认即可通配、底盒深度、阻燃或接线,commerce_page_research_candidate_only,0.90,yes,no,
TB-PANASURFACE-AP-INSET-001,ELEC/INT1,E-304/RCP-1,吸顶 AP 平嵌预埋件,taobao_product_page,https://item.taobao.com/item.htm?id=1060053801442,not_applicable_live_reference,,商品 SKU 仅明确 AP362E 开孔 215 与 RG-EAP262E 开孔 250,两款指定 AP 的装饰预埋件候选,兼容其他 AP、最终网络架构、安装深度、散热、承重或项目选定,commerce_page_research_candidate_only,0.90,yes,no,
HUAWEI-AP362E-OFFICIAL-001,ELEC,E-304,Huawei eKit AP362E 官方参数,official_product_web,https://ekit.huawei.com/ekit/front/ssr/en/product/1480064311765295872,not_applicable_live_reference,,约 Ø180×35 mm、1×GE、802.3af PoE、最大功耗约 9.4W,AP362E 候选的机体包络、端口、PoE 与最大功耗,业主已选、预埋件机械适配、PoE 交换机预算、无线覆盖或现场线缆通断,verified_official_exact_model_research,1.00,yes,no,
RUIJIE-EAP262E-OFFICIAL-001,ELEC,E-304,Ruijie RG-EAP262(E) 官方供电方式,official_product_web,https://www.ruijie.com.cn/fw/wd/89870,not_applicable_live_reference,,RG-EAP262(E) 支持 802.3at PoE 或本地 12V DC,RG-EAP262E 候选的可用供电方式,业主已选、预埋件适配、最终采用本地电源或现场覆盖,verified_official_family_research,1.00,yes,no,
APP-004-GS3-OFFICIAL-001,ELEC/PLUM/INT1,E-303/P-201/I-501,La Marzocco GS3 候选,official_product_pdf,https://lamarzocco.com/uk/en/wp-content/uploads/2023/06/MAN.2.1.01_GS3_EN_V1.3-1.pdf,not_applicable_live_reference,,约 410W×530D×355H mm、2120W，支持水箱与直连配置,GS3 候选的产品包络、额定功率与供排水配置边界,业主最终选择、实购版本、柜体接口或现场回路,verified_official_candidate_model,1.00,yes,no,
APP-004-E1PRIMA-OFFICIAL-001,ELEC/PLUM/INT1,E-303/P-201/I-501,Victoria Arduino E1 Prima EXP 候选,official_product_pdf,https://victoriaarduino.com/E1PrimaEXP_QuickGuide.pdf,not_applicable_live_reference,,约 411W×510D×379H mm；系列版本 1600/2600W；支持水箱与直连配置,E1 Prima EXP 候选包络、版本功率范围与供排水配置边界,中国 220V 实购版本功率、业主最终选择、柜体接口或现场回路,verified_official_candidate_model,1.00,yes,no,
APP-014-SIEMENS-OFFICIAL-001,ELEC/PLUM,E-303/P-201/S-701,Siemens WS7060BC1C/01 产品身份,official_product_web,https://www.siemens-home.bsh-group.com.hk/en/supportdetail/product/WS7060BC1C/01,not_applicable_live_reference,,西门子官方支持页存在准确 E-Nr. WS7060BC1C/01,APP-014 准确厂家和 E-Nr. 身份,业主已到货、额定功率、柜孔、给排水、电源和检修尺寸；这些仍须准确安装说明书,verified_official_exact_model_identity_only,1.00,yes,no,
APP-017-LG-OFFICIAL-001,ELEC/PLUM/INT1,E-303/P-201/I-501/S-701,LG WashTower FN23BQH 官方身份,official_product_web,https://www.lg.com/cn/washing-machines/lg-fn23bqh,not_applicable_live_reference,,13kg 洗+10kg 烘、600W×660D×1655H mm、曜岩黑,FN23BQH 准确型号、容量和产品包络,业主已购买、额定功率、进排水/插座坐标、柜门和搬运净空,verified_official_exact_model_research,1.00,yes,no,
TB-PANASURFACE-ALARM-INSET-001,ELEC/INT1,A-106,烟感/燃气报警器平嵌装饰件,taobao_product_page,https://item.taobao.com/item.htm?id=992656775956,not_applicable_live_reference,,商品列出多种设备名称且各 SKU 不含设备,装饰收口候选存在,任何报警器准确型号、兼容尺寸、消防/燃气准入或项目选定,commerce_page_research_candidate_only,0.90,yes,no,
GAS-HANWEI-KEA01-OFFICIAL-001,ELEC/GAS,A-106,燃气公司咨询候选 Hanwei JT-KEA01,official_product_web,https://hanwei.cn/pro_detail/JT-KEA01.html,not_applicable_live_reference,,家用甲烷探测、AC220V，页面列出阀门/输出选项和 GB15322.2-2019,JT-KEA01 候选产品族公开参数,珠海燃气公司批准、项目选定、准确输出配置或安装位置,official_research_candidate_for_authority_consultation_only,1.00,yes,no,
GAS-HANWEI-KWE-OFFICIAL-001,ELEC/GAS,A-106,燃气公司咨询候选 Hanwei JT-KWE 系列,official_product_web,https://hanwei.cn/pro_detail/JT-KWE.html,not_applicable_live_reference,,官方页面存在激光甲烷 JT-KWE 产品系列,JT-KWE 可列为咨询候选系列,准确子型号、珠海燃气公司批准、项目选定或施工接口,official_family_research_candidate_for_authority_consultation_only,1.00,yes,no,
GAS-CUBIC-AM5301-OFFICIAL-001,ELEC/GAS,A-106,燃气公司咨询候选 Cubic JT-AM5301-JG,official_product_web,https://www.gassensor.com.cn/HomeAlarm/info_itemid_2007.html,not_applicable_live_reference,,家用甲烷探测，页面列出切断阀联动、NB-IoT 和 GB15322.2-2019,JT-AM5301-JG 候选公开参数,珠海燃气公司批准、项目选定、准确供电配置或安装位置,official_research_candidate_for_authority_consultation_only,1.00,yes,no,
