equipment_id,domain,category,item_name,manufacturer,model,variant,quantity,procurement_status,decision_status,storage_location_candidate,use_location_candidate,storage_location_confirmed,use_location_confirmed,schedule_included,selector_kind,selector_value,ifc_class,ifc_type_name,ifc_type_global_id,ifc_global_ids,source_ids,identity_basis,confidence,human_review_required,legacy_kind,legacy_id,notes
FURIFC-004,FURNITURE,IfcFurniture,TAB02,,TAB02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,07$ZVT0GfEAOX0ntYYymTr,IfcFurniture,TAB02,07$ZVT0GfEAOX0ntYYymTr,2eX84IyLr8_e34nuOoRPLQ,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-005,FURNITURE,IfcFurniture,MiamiSoft F03,,MiamiSoft F03,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0AE8$sgIXFIPXLGar5gShW,IfcFurniture,MiamiSoft F03,0AE8$sgIXFIPXLGar5gShW,1y3lLYK$H9fPbuh1R1vAKX,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-006,FURNITURE,IfcFurniture,MiamiSoft E07,,MiamiSoft E07,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0BAp_OX1HDRuxHD4UaBEy3,IfcFurniture,MiamiSoft E07,0BAp_OX1HDRuxHD4UaBEy3,1G7iO6CfP64PjummX$qTbt,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-007,FURNITURE,IfcFurniture,PAN01,,PAN01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0CdVslebD4kASMGurgCbCT,IfcFurniture,PAN01,0CdVslebD4kASMGurgCbCT,3Iw2dPDZD5Mfs_rhY0SbxO,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-008,FURNITURE,IfcFurniture,HD1200,,HD1200,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,0Ig3wKvv527uvKsZZM3G3r,IfcFurniture,HD1200,0Ig3wKvv527uvKsZZM3G3r,2Ow9_uborBZBD0$5xNeixV;0g9nlU$MjAMRCzhYImmt98,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-009,FURNITURE,IfcFurniture,HD600,,HD600,,8,existing,ifc_observed,,,,,no,ifc_type_global_id,0VCLEyysn9UuG5hCYDlwP$,IfcFurniture,HD600,0VCLEyysn9UuG5hCYDlwP$,0KOZ2zF5X9Nx_1fZfaon0m;0EjdAJnV5AxxJ1FbxzQY3I;0tM_AFFsLCsfwouf4rVzw9;0pXVcnUbz8VQurx0yCzZMi;3KK_SgXEX5zRUBrRmnKqCR;1rEY33mWr2nxgCw3qNVY0n;1$8Qz3qyrCNh2OkNLTBz8K;3TzcgvX591BfiTgtWaS4C4,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-010,FURNITURE,IfcFurniture,HC02,,HC02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0Y09ehcAX3ufK99cTvwq6c,IfcFurniture,HC02,0Y09ehcAX3ufK99cTvwq6c,0oa9P8fWXBR9CrIiSdqzDf,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-011,FURNITURE,IfcFurniture,BST01,,BST01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0ZWJNi2GP9KvvQhOX1hwKP,IfcFurniture,BST01,0ZWJNi2GP9KvvQhOX1hwKP,3eic1dzkn5heTIn4PhF37v,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-012,FURNITURE,IfcFurniture,FRI01,,FRI01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0gCxshhaX7dfcQYLMnPSIG,IfcFurniture,FRI01,0gCxshhaX7dfcQYLMnPSIG,0R_0Tg1w5C9RhW9jSCjiok,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-013,FURNITURE,IfcFurniture,WD03,,WD03,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0l3LxR2Lj1egsE94rFSMeK,IfcFurniture,WD03,0l3LxR2Lj1egsE94rFSMeK,3cmikd9MTB$egM5KQaNgUf,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-014,FURNITURE,IfcFurniture,HIMA01,,HIMA01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0lZnf636H3xPeZDVQam9Ip,IfcFurniture,HIMA01,0lZnf636H3xPeZDVQam9Ip,2xmcLzu1rDTeMzRuNxPDyE,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-015,FURNITURE,IfcFurniture,Marilyn 02,,Marilyn 02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0qTjGYHT13_BUbOzZA_Zbi,IfcFurniture,Marilyn 02,0qTjGYHT13_BUbOzZA_Zbi,1THxa7p7n97w$wtLn4THjz,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-016,FURNITURE,IfcFurniture,BN450,,BN450,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0vBhps2zjD7faj8uFAIHjr,IfcFurniture,BN450,0vBhps2zjD7faj8uFAIHjr,3dhCNvdyj2ChIzarSRLztN,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-017,FURNITURE,IfcFurniture,BW450,,BW450,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0vBwGmRUj1wAolyqmzINl2,IfcFurniture,BW450,0vBwGmRUj1wAolyqmzINl2,0n8o0OmS14dPMzkq7lmKwu,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-018,FURNITURE,IfcFurniture,SKI04,,SKI04,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,0vWFd9aF923PS_YmO$YLvM,IfcFurniture,SKI04,0vWFd9aF923PS_YmO$YLvM,3s1sv3rivC_B$dTKwCA4kt;1JMXCthV161Ay1zyyjMeYY,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-019,FURNITURE,IfcFurniture,WD01,,WD01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0vf8HbSFv9FfzysXNlGjdx,IfcFurniture,WD01,0vf8HbSFv9FfzysXNlGjdx,2mPTt7$nvBSAn28I9NWt6T,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-020,FURNITURE,IfcFurniture,BNW900C,,BNW900C,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0xOpYDSvTERxbEte2$MDcs,IfcFurniture,BNW900C,0xOpYDSvTERxbEte2$MDcs,25drCvvZjA$xIp_iFFOLwt,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-021,FURNITURE,IfcFurniture,SKI03,,SKI03,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,10N0VctL16Bw4rZmxNwprP,IfcFurniture,SKI03,10N0VctL16Bw4rZmxNwprP,0VbFNV4pHE3QauKO$4CWcv,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-022,FURNITURE,IfcFurniture,TAB01,,TAB01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,11dauyiM99SueiXxnVRn3$,IfcFurniture,TAB01,11dauyiM99SueiXxnVRn3$,1P9tbKJXXBlP00xtCWHNEd,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-023,FURNITURE,IfcFurniture,POT1200,,POT1200,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,14HRcOagP2bBPAPbr2NzJm,IfcFurniture,POT1200,14HRcOagP2bBPAPbr2NzJm,0NyJR9FMf6sBa1V_Jb5FkK,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-024,FURNITURE,IfcFurniture,MiamiSoft I03,,MiamiSoft I03,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,14QWF6RTj3ZR_uGJEDRG9B,IfcFurniture,MiamiSoft I03,14QWF6RTj3ZR_uGJEDRG9B,1hdNtfQRPCGfHLfqzdp6w0,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-025,FURNITURE,IfcFurniture,BED02,,BED02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1DMZaj_dHBO8015KF4xDYw,IfcFurniture,BED02,1DMZaj_dHBO8015KF4xDYw,1i_pqgLv9A7uuV7MjaArBW,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-026,FURNITURE,IfcFurniture,POT600,,POT600,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1E7yDgf3934euYNHydNHTr,IfcFurniture,POT600,1E7yDgf3934euYNHydNHTr,1MXBM_4krBEgVwJi3PFF3A,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-027,FURNITURE,IfcFurniture,Libelle,,Libelle,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1FudEC16D6iAkSWQC_7G2k,IfcFurniture,Libelle,1FudEC16D6iAkSWQC_7G2k,2Urz4772T2w8c8KKNtSUY2,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-028,FURNITURE,IfcFurniture,BST03,,BST03,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1H0dYxOl555gbdbAoy$fYk,IfcFurniture,BST03,1H0dYxOl555gbdbAoy$fYk,1HZoxe$df4cBb4UXXH5J2S,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-029,FURNITURE,IfcFurniture,HC01,,HC01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1HXITqFePC2xn2YM8PPvY_,IfcFurniture,HC01,1HXITqFePC2xn2YM8PPvY_,2iMAo4woT84gCqVpuNv1yV,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-030,FURNITURE,IfcFurniture,BST02,,BST02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1OOnzl9Iv0OOHaA0EOe321,IfcFurniture,BST02,1OOnzl9Iv0OOHaA0EOe321,3hA0vKpcn44u4Tsx4tqiUz,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-031,FURNITURE,IfcFurniture,BD600DW,,BD600DW,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,1OenwBb8DC7fM8SB4pMN7B,IfcFurniture,BD600DW,1OenwBb8DC7fM8SB4pMN7B,3oi7zJVsn93h2bH86MGcPH;09n9MD4MP6YwWt7w8SLJlG,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-032,FURNITURE,IfcFurniture,SB03,,SB03,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,1S1E5jCav7GQNeDxcamqPs,IfcFurniture,SB03,1S1E5jCav7GQNeDxcamqPs,1rTw$leJL4QAm03neq4Ms_;1hxf4jdsL2Be5WM4fHYpIW,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-033,FURNITURE,IfcFurniture,BN1200,,BN1200,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1f_LnY2IzEAujPTepLku9S,IfcFurniture,BN1200,1f_LnY2IzEAujPTepLku9S,2PE$0_g2r8SRhDD21$0slH,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-034,FURNITURE,IfcFurniture,Marilyn 01,,Marilyn 01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1iFhyr$Fj2yR5GBCxvzsuh,IfcFurniture,Marilyn 01,1iFhyr$Fj2yR5GBCxvzsuh,3l2Ji4k2H9oOTDGWYUq7uV,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-035,FURNITURE,IfcFurniture,CHA01,,CHA01,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,1lpAMZua15e9urp1oWIh4P,IfcFurniture,CHA01,1lpAMZua15e9urp1oWIh4P,1luHljRzDAhPNXxTDNu7qB;2tCmGkmFz2_Pg0jRjf3Nup,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-036,FURNITURE,IfcFurniture,WD01L,,WD01L,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1o1OcgN2D1hfuNiGy99OEi,IfcFurniture,WD01L,1o1OcgN2D1hfuNiGy99OEi,2LN3hvkNfE$P7IVE0GkeKc,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-037,FURNITURE,IfcFurniture,HD900,,HD900,,3,existing,ifc_observed,,,,,no,ifc_type_global_id,1o3FqbmO58C81qGCaU156V,IfcFurniture,HD900,1o3FqbmO58C81qGCaU156V,2wYNbs_Ef9TvMEPnqTIHs$;0N5uQVMzvDsOlNej5ARtSG;02IFRV8lH2DOUrX4F4N2rR,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-038,FURNITURE,IfcFurniture,MiamiSoft H01,,MiamiSoft H01,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,1qWNIXr7jDGRxldsUHtlhx,IfcFurniture,MiamiSoft H01,1qWNIXr7jDGRxldsUHtlhx,0B8rO47U14sgJ_ydZxqvs6;0b9rDAHDD2qAIQqZ8m9INg,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-039,FURNITURE,IfcFurniture,BS1200P,,BS1200P,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,1sB7oJzGDFag$XYF5dHMnQ,IfcFurniture,BS1200P,1sB7oJzGDFag$XYF5dHMnQ,1B6IEQzi53sQKQXMKDU2XE;1QPmeve6fEIhNrBYMdD2sJ,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-040,FURNITURE,IfcFurniture,D600P,,D600P,,4,existing,ifc_observed,,,,,no,ifc_type_global_id,25GoS$9On3hgtBtp1sYUiX,IfcFurniture,D600P,25GoS$9On3hgtBtp1sYUiX,1RpVI19eXDARuMuhztB5IR;2Zjq0wICPAYAr4RNJLeesH;3vRIKiKbL9nAvF_CZkYkxA;2qhynM3rf33AQqbI129k2v,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-041,FURNITURE,IfcFurniture,CHA02,,CHA02,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,25qaYHEgjFGQCX4zZ5PXO5,IfcFurniture,CHA02,25qaYHEgjFGQCX4zZ5PXO5,3YoxxZCgbF3Ap7gztAKkcs;1GkE2YZ316gQw10Ev5DZOp,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-042,FURNITURE,IfcFurniture,GP01,,GP01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2Gu6ytnE5BZv31RQbNn$LX,IfcFurniture,GP01,2Gu6ytnE5BZv31RQbNn$LX,3DC1GDi6j01O$a9IjXU81p,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-043,FURNITURE,IfcFurniture,W06L,,W06L,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2SjTg8zWL8T8_BMiOMU6jZ,IfcFurniture,W06L,2SjTg8zWL8T8_BMiOMU6jZ,2y9Xds0sP3Ph_Hx7QACT58,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-044,FURNITURE,IfcFurniture,GP01S,,GP01S,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2UbrWquvz33OC1wGH4poXF,IfcFurniture,GP01S,2UbrWquvz33OC1wGH4poXF,03OxzOyN12ff3jkuUtjJPD,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-045,FURNITURE,IfcFurniture,SB01,,SB01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2dcJ_LNyf1BPdTRrKnWggm,IfcFurniture,SB01,2dcJ_LNyf1BPdTRrKnWggm,2$z307bK1B_v__FItEcqkC,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-046,FURNITURE,IfcFurniture,HD450,,HD450,,3,existing,ifc_observed,,,,,no,ifc_type_global_id,2fe7QjlT1F3v2qJ0vuQwJ2,IfcFurniture,HD450,2fe7QjlT1F3v2qJ0vuQwJ2,3Gd5XFWpTEVQA12Tfubj6B;0D_hmxPvb3WOoXxhcnHyq6;3SN45IALL1se6tWUWfwjkR,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-047,FURNITURE,IfcFurniture,FRI02,,FRI02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2jJP$KOVrAuPQk4wYmAv8o,IfcFurniture,FRI02,2jJP$KOVrAuPQk4wYmAv8o,1Ra2MgEgT6XeMGzuXIxbfl,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-048,FURNITURE,IfcFurniture,MiamiSoft E09,,MiamiSoft E09,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2wSMjhzHDAkPqKQakQLS9I,IfcFurniture,MiamiSoft E09,2wSMjhzHDAkPqKQakQLS9I,3osoWufdD1mhDDAM6lcix4,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-049,FURNITURE,IfcFurniture,BED01,,BED01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2zdX97uDf8WRK7i$VBiYMY,IfcFurniture,BED01,2zdX97uDf8WRK7i$VBiYMY,3IQBEqO5vDI8Z9k1Ltge_N,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-050,FURNITURE,IfcFurniture,SIS04,,SIS04,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2ztp9Y2k58vB_PFvp3txP7,IfcFurniture,SIS04,2ztp9Y2k58vB_PFvp3txP7,1MzM8Ms2vFo8KEm503j9w2,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-051,FURNITURE,IfcFurniture,BW900,,BW900,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,30U8q_B3DAbPPCoS_vZO6V,IfcFurniture,BW900,30U8q_B3DAbPPCoS_vZO6V,33w0xYssjAauNQOhCbE0MS;3weUZWAWv7_fzNorBDCdeL,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-052,FURNITURE,IfcFurniture,SB02,,SB02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,38lBCswRbCz9GOHDirlWel,IfcFurniture,SB02,38lBCswRbCz9GOHDirlWel,3EaO22qXv38wM47SaLX1Yk,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-053,FURNITURE,IfcFurniture,BN900,,BN900,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3AqG1bBNH7Zx9Ibb1Svo8a,IfcFurniture,BN900,3AqG1bBNH7Zx9Ibb1Svo8a,2zI$UMamH5GwexMsI4p5LC,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-054,FURNITURE,IfcFurniture,H08,,H08,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3Dts$eQjz5VhYQTsA_pWEo,IfcFurniture,H08,3Dts$eQjz5VhYQTsA_pWEo,3EDJXqkTT35fbtmsPhcnea,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-055,FURNITURE,IfcFurniture,FRE01,,FRE01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3FCXdgvGb6jAn0JcrWjnei,IfcFurniture,FRE01,3FCXdgvGb6jAn0JcrWjnei,3GQ9dmskr9YeZ2vmNXn9Vs,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-056,FURNITURE,IfcFurniture,FRE02,,FRE02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3JnuOP9R19RuNoGzZnW6h6,IfcFurniture,FRE02,3JnuOP9R19RuNoGzZnW6h6,24d7ofvFTBex9rCCHh3Tsm,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-057,FURNITURE,IfcFurniture,BW1200,,BW1200,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3K7dfwR4n5SevSablN2U16,IfcFurniture,BW1200,3K7dfwR4n5SevSablN2U16,3W49YFIC1BfgfuUQBU6ylN,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-058,FURNITURE,IfcFurniture,CAB-A,,CAB-A,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3MEQbKPS505vfQZKClZfGT,IfcFurniture,CAB-A,3MEQbKPS505vfQZKClZfGT,1cnIoVZAb8rvfUR$FD624T,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-059,FURNITURE,IfcFurniture,WD02,,WD02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3Xia__Mm57iv5rlzD9v6Yn,IfcFurniture,WD02,3Xia__Mm57iv5rlzD9v6Yn,3yuXF4PtnBHgIXDlmXFJ$7,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-060,FURNITURE,IfcFurniture,HL,,HL,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3YSHXN3XvFGvh$VN7jdcGA,IfcFurniture,HL,3YSHXN3XvFGvh$VN7jdcGA,28x_EpoH5EIQqAq1LbXGvj,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-061,FURNITURE,IfcFurniture,SHE01,,SHE01,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,3erXbcQWHCt8x59$W3bG_Q,IfcFurniture,SHE01,3erXbcQWHCt8x59$W3bG_Q,3UYImQPLf1uu3JCcET1_6C;0whsxXmfbD19z3Z9JaiItG,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-062,FURNITURE,IfcFurniture,BD600P,,BD600P,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,3g7xXgncD2B9GTVuYa3943,IfcFurniture,BD600P,3g7xXgncD2B9GTVuYa3943,0etjVZleH2DvGnYhJm0BCK;1OU00zHknFfQOKVh$gmE1r,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-063,FURNITURE,IfcFurniture,HP,,HP,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3z4Trh1qT6H8bTocgwoJOe,IfcFurniture,HP,3z4Trh1qT6H8bTocgwoJOe,3$pRSkBwj3GBEWO3wFtT$p,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
FURIFC-064,FURNITURE,IfcFurniture,H09,,H09,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3zifxsolr0u839DCxTYFUC,IfcFurniture,H09,3zifxsolr0u839DCxTYFUC,3xZ8kydDnDhP1qEthmSe69,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-001,SANITARY,linear_shower_channel,Geberit CleanLine50,Geberit,154.446.KS.1,30–90 cm brushed stainless steel,1,purchased_arrived,confirmed,,,,,yes,ifc_type_global_id,0345Y2zSj6TPFGDpaX3hcn,IfcSanitaryTerminal,Geberit 154.446.KS.1,0345Y2zSj6TPFGDpaX3hcn,2S2c498tb7$gzdukjhCGVQ,IFC-FORMAL-001;GEB-DELIVERY-001;GEB-PHOTO-154446-001;GEB-OFFICIAL-154446-001,IFC 精确类型名与发货单及收货标签共同确认 SKU 154.446.KS.1；官方目录将该 SKU 映射为 CleanLine50,1.00,no,ifc_inventory,,已收货 1 件；箱标产品名与官方目录命名不一致时以精确 SKU 和官方目录为身份依据
SAN-002,SANITARY,IfcSanitaryTerminal,Gessi316 54146,,Gessi316 54146,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,08XO3mTUz3HBUuAoz0Le9s,IfcSanitaryTerminal,Gessi316 54146,08XO3mTUz3HBUuAoz0Le9s,04DLh1Jk9Dcu9ibcaE0id8,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
